State,Year,Week,ILITotal,TotalPatients
New York City,2017,47,1974,93332
Alabama,2017,48,1239,41708
Alaska,2017,48,181,4881
Arizona,2017,48,615,18763
Arkansas,2017,48,129,5047
California,2017,48,988,50688
Colorado,2017,48,336,26488
Connecticut,2017,48,126,4750
Delaware,2017,48,5,2742
District of Columbia,2017,48,394,14901
Georgia,2017,48,1650,49547
Hawaii,2017,48,60,1186
Idaho,2017,48,16,1313
Illinois,2017,48,906,48729
Indiana,2017,48,110,5383
Iowa,2017,48,40,4824
Kansas,2017,48,128,7498
Kentucky,2017,48,237,11282
Louisiana,2017,48,3026,59538
Maine,2017,48,40,3671
Maryland,2017,48,111,8089
Massachusetts,2017,48,504,36208
Michigan,2017,48,429,27260
Minnesota,2017,48,100,6787
Mississippi,2017,48,1112,19958
Missouri,2017,48,72,5054
Montana,2017,48,3,3162
Nebraska,2017,48,241,10282
Nevada,2017,48,225,19412
New Hampshire,2017,48,27,3509
New Jersey,2017,48,747,26889
New Mexico,2017,48,251,19682
New York,2017,48,277,13203
North Carolina,2017,48,324,18856
North Dakota,2017,48,10,1477
Ohio,2017,48,237,22346
Oklahoma,2017,48,258,9206
Oregon,2017,48,529,33878
Pennsylvania,2017,48,888,65665
Rhode Island,2017,48,32,5926
South Carolina,2017,48,244,6082
South Dakota,2017,48,230,10762
Tennessee,2017,48,126,10224
Texas,2017,48,1541,29259
Utah,2017,48,59,21411
Vermont,2017,48,29,2933
Virginia,2017,48,2213,94944
Washington,2017,48,70,9363
West Virginia,2017,48,155,13118
Wisconsin,2017,48,115,6610
Wyoming,2017,48,68,4375
Puerto Rico,2017,48,204,2147
Virgin Islands,2017,48,8,617
New York City,2017,48,1870,107711
Alabama,2017,49,1274,35450
Alaska,2017,49,192,4611
Arizona,2017,49,449,13674
Arkansas,2017,49,156,4224
California,2017,49,1236,49477
Colorado,2017,49,379,24794
Connecticut,2017,49,129,4798
Delaware,2017,49,5,2642
District of Columbia,2017,49,368,14735
Georgia,2017,49,1568,45292
Hawaii,2017,49,56,1128
Idaho,2017,49,15,1312
Illinois,2017,49,957,47864
Indiana,2017,49,127,5112
Iowa,2017,49,47,4921
Kansas,2017,49,175,6908
Kentucky,2017,49,368,11058
Louisiana,2017,49,2800,53413
Maine,2017,49,37,4330
Maryland,2017,49,119,8340
Massachusetts,2017,49,555,36645
Michigan,2017,49,524,28016
Minnesota,2017,49,153,7115
Mississippi,2017,49,917,15477
Missouri,2017,49,172,7564
Montana,2017,49,4,3774
Nebraska,2017,49,217,8899
Nevada,2017,49,260,18135
New Hampshire,2017,49,20,3206
New Jersey,2017,49,724,25782
New Mexico,2017,49,338,18889
New York,2017,49,334,13968
North Carolina,2017,49,340,16903
North Dakota,2017,49,17,1324
Ohio,2017,49,289,21408
Oklahoma,2017,49,257,8466
Oregon,2017,49,609,32805
Pennsylvania,2017,49,826,60454
Rhode Island,2017,49,106,5943
South Carolina,2017,49,238,5850
South Dakota,2017,49,220,10378
Tennessee,2017,49,123,8612
Texas,2017,49,1678,28774
Utah,2017,49,67,25073
Vermont,2017,49,30,2928
Virginia,2017,49,2050,86753
Washington,2017,49,20,5236
West Virginia,2017,49,160,12946
Wisconsin,2017,49,146,6844
Wyoming,2017,49,85,4209
Puerto Rico,2017,49,155,1893
Virgin Islands,2017,49,6,590
New York City,2017,49,2611,103401
Alabama,2017,50,1737,36974
Alaska,2017,50,204,5241
Arizona,2017,50,866,16971
Arkansas,2017,50,258,5044
California,2017,50,1671,49266
Colorado,2017,50,436,24346
Connecticut,2017,50,88,3068
Delaware,2017,50,7,2616
District of Columbia,2017,50,363,14257
Georgia,2017,50,1683,46770
Hawaii,2017,50,40,1040
Idaho,2017,50,7,904
Illinois,2017,50,1397,46587
Indiana,2017,50,106,4589
Iowa,2017,50,47,4100
Kansas,2017,50,264,6509
Kentucky,2017,50,522,10840
Louisiana,2017,50,4046,60183
Maine,2017,50,30,3836
Maryland,2017,50,122,7762
Massachusetts,2017,50,639,37084
Michigan,2017,50,545,24674
Minnesota,2017,50,157,6814
Mississippi,2017,50,1498,17644
Missouri,2017,50,203,7280
Montana,2017,50,3,3607
Nebraska,2017,50,298,9035
Nevada,2017,50,440,18986
New Hampshire,2017,50,24,3055
New Jersey,2017,50,826,25614
New Mexico,2017,50,383,16006
New York,2017,50,349,13134
North Carolina,2017,50,305,15768
North Dakota,2017,50,21,1261
Ohio,2017,50,262,20912
Oklahoma,2017,50,458,9341
Oregon,2017,50,854,34306
Pennsylvania,2017,50,852,58302
Rhode Island,2017,50,79,5558
South Carolina,2017,50,242,5415
South Dakota,2017,50,209,9991
Tennessee,2017,50,207,8725
Texas,2017,50,2764,29508
Utah,2017,50,74,17004
Vermont,2017,50,52,2556
Virginia,2017,50,2231,85737
Washington,2017,50,25,4923
West Virginia,2017,50,321,13350
Wisconsin,2017,50,126,6464
Wyoming,2017,50,94,4247
Puerto Rico,2017,50,215,2117
Virgin Islands,2017,50,8,902
New York City,2017,50,2543,97348
Alabama,2017,51,3116,40309
Alaska,2017,51,208,5068
Arizona,2017,51,973,15826
Arkansas,2017,51,375,3836
California,2017,51,2069,45087
Colorado,2017,51,546,24384
Connecticut,2017,51,90,2288
Delaware,2017,51,13,2580
District of Columbia,2017,51,296,13135
Georgia,2017,51,2199,47058
Hawaii,2017,51,67,988
Idaho,2017,51,24,1187
Illinois,2017,51,1956,46597
Indiana,2017,51,159,3369
Iowa,2017,51,51,3209
Kansas,2017,51,395,6253
Kentucky,2017,51,1007,10437
Louisiana,2017,51,6165,64123
Maine,2017,51,35,3615
Maryland,2017,51,161,6895
Massachusetts,2017,51,719,34148
Michigan,2017,51,579,21047
Minnesota,2017,51,177,6030
Mississippi,2017,51,2426,19805
Missouri,2017,51,278,5666
Montana,2017,51,2,3139
Nebraska,2017,51,379,9686
Nevada,2017,51,523,18848
New Hampshire,2017,51,22,2646
New Jersey,2017,51,907,25713
New Mexico,2017,51,575,18200
New York,2017,51,445,11657
North Carolina,2017,51,215,11311
North Dakota,2017,51,68,1800
Ohio,2017,51,363,19300
Oklahoma,2017,51,532,7804
Oregon,2017,51,1397,36740
Pennsylvania,2017,51,1016,59874
Rhode Island,2017,51,70,4505
South Carolina,2017,51,328,4904
South Dakota,2017,51,277,10939
Tennessee,2017,51,330,6767
Texas,2017,51,3938,29281
Utah,2017,51,143,11710
Vermont,2017,51,23,2293
Virginia,2017,51,2749,90098
Washington,2017,51,39,3665
West Virginia,2017,51,441,11450
Wisconsin,2017,51,164,5759
Wyoming,2017,51,117,4105
Puerto Rico,2017,51,189,1654
Virgin Islands,2017,51,2,557
New York City,2017,51,3060,100842
Alabama,2017,52,3583,39169
Alaska,2017,52,231,5000
Arizona,2017,52,1078,12685
Arkansas,2017,52,286,2612
California,2017,52,2512,36712
Colorado,2017,52,469,18250
Connecticut,2017,52,96,2278
Delaware,2017,52,4,1438
District of Columbia,2017,52,270,9681
Georgia,2017,52,2412,43377
Hawaii,2017,52,57,626
Idaho,2017,52,13,947
Illinois,2017,52,2524,39171
Indiana,2017,52,167,2129
Iowa,2017,52,83,2340
Kansas,2017,52,379,4718
Kentucky,2017,52,782,8949
Louisiana,2017,52,6583,57855
Maine,2017,52,25,2095
Maryland,2017,52,189,4223
Massachusetts,2017,52,796,25554
Michigan,2017,52,566,16169
Minnesota,2017,52,150,4126
Mississippi,2017,52,2059,14826
Missouri,2017,52,190,2036
Montana,2017,52,3,1695
Nebraska,2017,52,496,9014
Nevada,2017,52,712,18969
New Hampshire,2017,52,13,1650
New Jersey,2017,52,1085,23286
New Mexico,2017,52,776,17083
New York,2017,52,366,10212
North Carolina,2017,52,234,6155
North Dakota,2017,52,31,1321
Ohio,2017,52,474,14397
Oklahoma,2017,52,645,7814
Oregon,2017,52,1821,37241
Pennsylvania,2017,52,1334,52889
Rhode Island,2017,52,45,2953
South Carolina,2017,52,365,4368
South Dakota,2017,52,302,8736
Tennessee,2017,52,221,4946
Texas,2017,52,1830,16708
Utah,2017,52,205,9411
Vermont,2017,52,35,1948
Virginia,2017,52,3523,89864
Washington,2017,52,257,5465
West Virginia,2017,52,830,10751
Wisconsin,2017,52,109,3036
Wyoming,2017,52,167,3375
Puerto Rico,2017,52,216,2224
Virgin Islands,2017,52,4,599
New York City,2017,52,3273,90851
Alabama,2018,1,3738,39536
Alaska,2018,1,222,5122
Arizona,2018,1,1249,16936
Arkansas,2018,1,257,3341
California,2018,1,2310,34658
Colorado,2018,1,553,20241
Connecticut,2018,1,112,2501
Delaware,2018,1,9,1502
District of Columbia,2018,1,310,10656
Georgia,2018,1,3067,48613
Hawaii,2018,1,54,1035
Idaho,2018,1,37,1078
Illinois,2018,1,2495,42614
Indiana,2018,1,194,2798
Iowa,2018,1,52,2381
Kansas,2018,1,499,5770
Kentucky,2018,1,1096,10003
Louisiana,2018,1,5053,49257
Maine,2018,1,25,2825
Maryland,2018,1,198,5134
Massachusetts,2018,1,721,25132
Michigan,2018,1,676,22838
Minnesota,2018,1,221,5220
Mississippi,2018,1,1964,19650
Missouri,2018,1,256,2382
Montana,2018,1,3,2523
Nebraska,2018,1,453,8968
Nevada,2018,1,690,19381
New Hampshire,2018,1,34,1863
New Jersey,2018,1,1142,23387
New Mexico,2018,1,869,18907
New York,2018,1,340,7450
North Carolina,2018,1,260,8593
North Dakota,2018,1,34,1250
Ohio,2018,1,470,15530
Oklahoma,2018,1,517,7875
Oregon,2018,1,1875,39154
Pennsylvania,2018,1,1709,66452
Rhode Island,2018,1,71,3007
South Carolina,2018,1,340,4359
South Dakota,2018,1,295,9786
Tennessee,2018,1,312,6140
Texas,2018,1,3428,27226
Utah,2018,1,237,11307
Vermont,2018,1,54,2018
Virginia,2018,1,3803,87485
Washington,2018,1,267,5190
West Virginia,2018,1,459,8289
Wisconsin,2018,1,159,4192
Wyoming,2018,1,239,3609
Puerto Rico,2018,1,220,2254
Virgin Islands,2018,1,14,919
New York City,2018,1,3221,89451
Alabama,2018,2,4829,43245
Alaska,2018,2,208,4692
Arizona,2018,2,951,17074
Arkansas,2018,2,474,4655
California,2018,2,2361,50328
Colorado,2018,2,686,26559
Connecticut,2018,2,127,2426
Delaware,2018,2,24,2846
District of Columbia,2018,2,394,13662
Georgia,2018,2,4731,52790
Hawaii,2018,2,101,1399
Idaho,2018,2,60,1629
Illinois,2018,2,2465,47503
Indiana,2018,2,318,4129
Iowa,2018,2,96,4104
Kansas,2018,2,608,6575
Kentucky,2018,2,1111,9038
Louisiana,2018,2,5681,55685
Maine,2018,2,25,4606
Maryland,2018,2,288,7754
Massachusetts,2018,2,819,35712
Michigan,2018,2,1105,27532
Minnesota,2018,2,321,6338
Mississippi,2018,2,1998,18602
Missouri,2018,2,271,3079
Montana,2018,2,21,3300
Nebraska,2018,2,316,9125
Nevada,2018,2,584,20255
New Hampshire,2018,2,52,2969
New Jersey,2018,2,1165,25981
New Mexico,2018,2,986,21600
New York,2018,2,648,10458
North Carolina,2018,2,618,15236
North Dakota,2018,2,64,1284
Ohio,2018,2,615,19685
Oklahoma,2018,2,767,9519
Oregon,2018,2,1954,41533
Pennsylvania,2018,2,1739,60531
Rhode Island,2018,2,135,4387
South Carolina,2018,2,497,6363
South Dakota,2018,2,368,11196
Tennessee,2018,2,525,9324
Texas,2018,2,4047,31448
Utah,2018,2,282,13532
Vermont,2018,2,62,2523
Virginia,2018,2,4560,93744
Washington,2018,2,352,8984
West Virginia,2018,2,627,10466
Wisconsin,2018,2,237,5529
Wyoming,2018,2,208,3984
Puerto Rico,2018,2,304,2186
Virgin Islands,2018,2,16,619
New York City,2018,2,4167,109332
Alabama,2018,3,5145,38526
Alaska,2018,3,199,4980
Arizona,2018,3,1056,18193
Arkansas,2018,3,419,4388
California,2018,3,1963,49874
Colorado,2018,3,665,26169
Connecticut,2018,3,248,4134
Delaware,2018,3,29,2367
District of Columbia,2018,3,436,12339
Georgia,2018,3,6284,50456
Hawaii,2018,3,77,1125
Idaho,2018,3,45,1508
Illinois,2018,3,2370,45340
Indiana,2018,3,369,4901
Iowa,2018,3,125,4282
Kansas,2018,3,716,6650
Kentucky,2018,3,1214,11259
Louisiana,2018,3,4902,49721
Maine,2018,3,35,4303
Maryland,2018,3,344,6960
Massachusetts,2018,3,1066,33669
Michigan,2018,3,1347,27458
Minnesota,2018,3,373,6418
Mississippi,2018,3,1680,17915
Missouri,2018,3,448,3992
Montana,2018,3,17,3155
Nebraska,2018,3,424,9732
Nevada,2018,3,449,18503
New Hampshire,2018,3,81,2594
New Jersey,2018,3,1597,25479
New Mexico,2018,3,1165,20179
New York,2018,3,842,11311
North Carolina,2018,3,773,11790
North Dakota,2018,3,44,1280
Ohio,2018,3,698,18788
Oklahoma,2018,3,939,10013
Oregon,2018,3,1902,38133
Pennsylvania,2018,3,2246,58277
Rhode Island,2018,3,197,4499
South Carolina,2018,3,723,7374
South Dakota,2018,3,474,11568
Tennessee,2018,3,751,8081
Texas,2018,3,3966,30429
Utah,2018,3,300,11538
Vermont,2018,3,88,2701
Virginia,2018,3,5509,89612
Washington,2018,3,286,8338
West Virginia,2018,3,644,10136
Wisconsin,2018,3,232,5574
Wyoming,2018,3,259,3745
Puerto Rico,2018,3,237,2226
Virgin Islands,2018,3,19,901
New York City,2018,3,5666,110054
Alabama,2018,4,5136,43289
Alaska,2018,4,233,4796
Arizona,2018,4,923,18732
Arkansas,2018,4,434,5032
California,2018,4,2038,52286
Colorado,2018,4,793,25969
Connecticut,2018,4,331,5454
Delaware,2018,4,72,3075
District of Columbia,2018,4,658,15523
Georgia,2018,4,7656,52411
Hawaii,2018,4,99,1355
Idaho,2018,4,45,1582
Illinois,2018,4,2560,50888
Indiana,2018,4,448,5531
Iowa,2018,4,172,4649
Kansas,2018,4,852,7944
Kentucky,2018,4,1245,13490
Louisiana,2018,4,4626,55912
Maine,2018,4,62,4718
Maryland,2018,4,429,7539
Massachusetts,2018,4,1480,37988
Michigan,2018,4,1515,28917
Minnesota,2018,4,458,7247
Mississippi,2018,4,2128,20307
Missouri,2018,4,485,4294
Montana,2018,4,15,3618
Nebraska,2018,4,633,9354
Nevada,2018,4,551,21202
New Hampshire,2018,4,108,3027
New Jersey,2018,4,2480,29716
New Mexico,2018,4,1250,18770
New York,2018,4,1355,14768
North Carolina,2018,4,1616,20076
North Dakota,2018,4,54,1600
Ohio,2018,4,882,23180
Oklahoma,2018,4,1119,9999
Oregon,2018,4,1801,38618
Pennsylvania,2018,4,3116,65808
Rhode Island,2018,4,290,5461
South Carolina,2018,4,907,6894
South Dakota,2018,4,545,11474
Tennessee,2018,4,631,11626
Texas,2018,4,5203,35721
Utah,2018,4,234,13318
Vermont,2018,4,115,2880
Virginia,2018,4,8507,100028
Washington,2018,4,345,9108
West Virginia,2018,4,795,12411
Wisconsin,2018,4,309,6473
Wyoming,2018,4,290,4170
Puerto Rico,2018,4,255,2192
Virgin Islands,2018,4,21,894
New York City,2018,4,7542,117940
Alabama,2018,5,5278,42661
Alaska,2018,5,303,4971
Arizona,2018,5,756,15600
Arkansas,2018,5,636,5754
California,2018,5,2369,55627
Colorado,2018,5,977,26729
Connecticut,2018,5,403,6548
Delaware,2018,5,105,3032
District of Columbia,2018,5,813,15459
Georgia,2018,5,8032,51975
Hawaii,2018,5,74,1289
Idaho,2018,5,58,1728
Illinois,2018,5,2720,46398
Indiana,2018,5,423,5400
Iowa,2018,5,172,4711
Kansas,2018,5,924,8153
Kentucky,2018,5,1277,12590
Louisiana,2018,5,4744,54737
Maine,2018,5,63,4973
Maryland,2018,5,455,7772
Massachusetts,2018,5,1992,36294
Michigan,2018,5,1620,28774
Minnesota,2018,5,499,7725
Mississippi,2018,5,2033,21405
Missouri,2018,5,842,7755
Montana,2018,5,28,3988
Nebraska,2018,5,709,10310
Nevada,2018,5,574,19637
New Hampshire,2018,5,161,3352
New Jersey,2018,5,2981,29784
New Mexico,2018,5,2219,22303
New York,2018,5,1674,15304
North Carolina,2018,5,1804,20879
North Dakota,2018,5,54,1586
Ohio,2018,5,1009,24033
Oklahoma,2018,5,1021,10864
Oregon,2018,5,1766,38216
Pennsylvania,2018,5,3680,62566
Rhode Island,2018,5,374,6428
South Carolina,2018,5,1025,7448
South Dakota,2018,5,649,12053
Tennessee,2018,5,696,10187
Texas,2018,5,4996,35856
Utah,2018,5,271,13473
Vermont,2018,5,110,2395
Virginia,2018,5,10776,102017
Washington,2018,5,247,8256
West Virginia,2018,5,591,10353
Wisconsin,2018,5,337,6830
Wyoming,2018,5,329,4672
Puerto Rico,2018,5,289,2417
Virgin Islands,2018,5,7,792
New York City,2018,5,8829,117604
Alabama,2018,6,5100,43148
Alaska,2018,6,329,5480
Arizona,2018,6,996,18992
Arkansas,2018,6,553,5650
California,2018,6,2116,55407
Colorado,2018,6,863,27200
Connecticut,2018,6,463,6468
Delaware,2018,6,187,2977
District of Columbia,2018,6,776,15273
Georgia,2018,6,8949,59220
Hawaii,2018,6,67,1231
Idaho,2018,6,42,1726
Illinois,2018,6,2552,45691
Indiana,2018,6,442,5287
Iowa,2018,6,150,4340
Kansas,2018,6,923,7919
Kentucky,2018,6,1276,13047
Louisiana,2018,6,4356,56363
Maine,2018,6,72,4716
Maryland,2018,6,450,8503
Massachusetts,2018,6,2069,38157
Michigan,2018,6,1386,26633
Minnesota,2018,6,474,7038
Mississippi,2018,6,1873,21395
Missouri,2018,6,645,6429
Montana,2018,6,17,3635
Nebraska,2018,6,854,9611
Nevada,2018,6,567,19628
New Hampshire,2018,6,225,3365
New Jersey,2018,6,3301,30580
New Mexico,2018,6,1995,23772
New York,2018,6,1678,15658
North Carolina,2018,6,1999,19470
North Dakota,2018,6,65,1465
Ohio,2018,6,1098,21388
Oklahoma,2018,6,760,9982
Oregon,2018,6,1406,39005
Pennsylvania,2018,6,4221,63437
Rhode Island,2018,6,507,6487
South Carolina,2018,6,1031,7043
South Dakota,2018,6,549,11362
Tennessee,2018,6,586,9530
Texas,2018,6,4450,34484
Utah,2018,6,633,24572
Vermont,2018,6,161,2852
Virginia,2018,6,11452,104785
Washington,2018,6,210,8770
West Virginia,2018,6,798,12020
Wisconsin,2018,6,306,6275
Wyoming,2018,6,329,4576
Puerto Rico,2018,6,311,2392
Virgin Islands,2018,6,9,871
New York City,2018,6,10196,120546
Alabama,2018,7,2921,43886
Alaska,2018,7,385,5506
Arizona,2018,7,948,18327
Arkansas,2018,7,418,5479
California,2018,7,1879,50592
Colorado,2018,7,740,25441
Connecticut,2018,7,385,6216
Delaware,2018,7,143,3040
District of Columbia,2018,7,790,14906
Georgia,2018,7,6528,55082
Hawaii,2018,7,70,1204
Idaho,2018,7,37,1731
Illinois,2018,7,2414,48859
Indiana,2018,7,356,5526
Iowa,2018,7,95,3704
Kansas,2018,7,903,7754
Kentucky,2018,7,1172,13189
Louisiana,2018,7,3652,54654
Maine,2018,7,77,5056
Maryland,2018,7,382,8058
Massachusetts,2018,7,1986,39181
Michigan,2018,7,1027,25698
Minnesota,2018,7,443,7788
Mississippi,2018,7,1495,19313
Missouri,2018,7,675,7683
Montana,2018,7,17,3590
Nebraska,2018,7,752,10207
Nevada,2018,7,496,18826
New Hampshire,2018,7,215,3428
New Jersey,2018,7,3391,30406
New Mexico,2018,7,1423,21222
New York,2018,7,1588,15412
North Carolina,2018,7,1445,18240
North Dakota,2018,7,43,1460
Ohio,2018,7,816,22335
Oklahoma,2018,7,569,9149
Oregon,2018,7,1213,38458
Pennsylvania,2018,7,4352,64014
Rhode Island,2018,7,459,6334
South Carolina,2018,7,725,6043
South Dakota,2018,7,548,12635
Tennessee,2018,7,530,9435
Texas,2018,7,3598,32878
Utah,2018,7,1379,46182
Vermont,2018,7,138,3082
Virginia,2018,7,11195,104262
Washington,2018,7,181,8462
West Virginia,2018,7,734,11582
Wisconsin,2018,7,295,6795
Wyoming,2018,7,303,4291
Puerto Rico,2018,7,265,2214
Virgin Islands,2018,7,13,828
New York City,2018,7,8981,107386
Alabama,2018,8,2172,38411
Alaska,2018,8,344,5475
Arizona,2018,8,885,17247
Arkansas,2018,8,332,5297
California,2018,8,1619,46112
Colorado,2018,8,672,24694
Connecticut,2018,8,297,5639
Delaware,2018,8,80,2964
District of Columbia,2018,8,499,12832
Georgia,2018,8,3190,49605
Hawaii,2018,8,43,871
Idaho,2018,8,37,1493
Illinois,2018,8,1879,46933
Indiana,2018,8,158,4067
Iowa,2018,8,91,4439
Kansas,2018,8,628,6755
Kentucky,2018,8,819,9663
Louisiana,2018,8,2335,52658
Maine,2018,8,69,4374
Maryland,2018,8,369,8903
Massachusetts,2018,8,1532,33203
Michigan,2018,8,880,25751
Minnesota,2018,8,352,6606
Mississippi,2018,8,1093,18815
Missouri,2018,8,369,6802
Montana,2018,8,19,3201
Nebraska,2018,8,633,9746
Nevada,2018,8,397,18185
New Hampshire,2018,8,114,3284
New Jersey,2018,8,2231,26808
New Mexico,2018,8,987,18943
New York,2018,8,875,12540
North Carolina,2018,8,832,16096
North Dakota,2018,8,50,1562
Ohio,2018,8,652,21550
Oklahoma,2018,8,445,8437
Oregon,2018,8,1101,35133
Pennsylvania,2018,8,3145,58329
Rhode Island,2018,8,261,5215
South Carolina,2018,8,435,5487
South Dakota,2018,8,426,9671
Tennessee,2018,8,253,7703
Texas,2018,8,2638,31865
Utah,2018,8,1082,35719
Vermont,2018,8,113,2966
Virginia,2018,8,7516,96257
Washington,2018,8,176,7713
West Virginia,2018,8,292,10333
Wisconsin,2018,8,271,6780
Wyoming,2018,8,249,4008
Puerto Rico,2018,8,232,2356
Virgin Islands,2018,8,7,840
New York City,2018,8,6376,107032
Alabama,2018,9,1212,35283
Alaska,2018,9,399,5597
Arizona,2018,9,778,17595
Arkansas,2018,9,193,4567
California,2018,9,1870,51253
Colorado,2018,9,554,25400
Connecticut,2018,9,238,4628
Delaware,2018,9,55,3089
District of Columbia,2018,9,360,13842
Georgia,2018,9,1961,47891
Hawaii,2018,9,52,1204
Idaho,2018,9,25,1700
Illinois,2018,9,1279,46939
Indiana,2018,9,180,4616
Iowa,2018,9,54,3735
Kansas,2018,9,477,7248
Kentucky,2018,9,527,9067
Louisiana,2018,9,1800,51897
Maine,2018,9,48,4959
Maryland,2018,9,259,8482
Massachusetts,2018,9,1040,34625
Michigan,2018,9,781,25714
Minnesota,2018,9,295,6595
Mississippi,2018,9,679,17590
Missouri,2018,9,239,6639
Montana,2018,9,35,3950
Nebraska,2018,9,497,8774
Nevada,2018,9,316,17498
New Hampshire,2018,9,110,3134
New Jersey,2018,9,1335,26266
New Mexico,2018,9,849,18816
New York,2018,9,576,11427
North Carolina,2018,9,462,15052
North Dakota,2018,9,36,1324
Ohio,2018,9,368,21750
Oklahoma,2018,9,292,7779
Oregon,2018,9,1005,37629
Pennsylvania,2018,9,2149,58360
Rhode Island,2018,9,143,4900
South Carolina,2018,9,240,4411
South Dakota,2018,9,437,11302
Tennessee,2018,9,160,7874
Texas,2018,9,1833,30177
Utah,2018,9,730,50941
Vermont,2018,9,110,2877
Virginia,2018,9,4506,89049
Washington,2018,9,123,6278
West Virginia,2018,9,273,10596
Wisconsin,2018,9,215,6173
Wyoming,2018,9,194,4011
Puerto Rico,2018,9,152,1899
Virgin Islands,2018,9,7,848
New York City,2018,9,3278,92282
Alabama,2018,10,1034,35569
Alaska,2018,10,436,5729
Arizona,2018,10,535,13475
Arkansas,2018,10,135,4531
California,2018,10,1813,53433
Colorado,2018,10,455,25366
Connecticut,2018,10,169,4488
Delaware,2018,10,25,2607
District of Columbia,2018,10,349,14487
Georgia,2018,10,1783,47457
Hawaii,2018,10,77,1123
Idaho,2018,10,7,1737
Illinois,2018,10,1081,46923
Indiana,2018,10,132,4385
Iowa,2018,10,64,3795
Kansas,2018,10,375,7174
Kentucky,2018,10,399,8268
Louisiana,2018,10,1547,50246
Maine,2018,10,23,3460
Maryland,2018,10,189,7850
Massachusetts,2018,10,765,31894
Michigan,2018,10,595,25831
Minnesota,2018,10,264,5690
Mississippi,2018,10,574,18387
Missouri,2018,10,122,3964
Montana,2018,10,19,3769
Nebraska,2018,10,530,9014
Nevada,2018,10,260,18279
New Hampshire,2018,10,51,2779
New Jersey,2018,10,1087,24843
New Mexico,2018,10,587,18108
New York,2018,10,402,10808
North Carolina,2018,10,360,13061
North Dakota,2018,10,16,1208
Ohio,2018,10,347,21245
Oklahoma,2018,10,228,7372
Oregon,2018,10,804,37670
Pennsylvania,2018,10,1420,52164
Rhode Island,2018,10,115,5185
South Carolina,2018,10,192,5011
South Dakota,2018,10,334,9237
Tennessee,2018,10,85,6399
Texas,2018,10,1286,26481
